short_name,long_name,age,nationality_name,club_name,player_positions,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,height_cm,weight_kg,preferred_foot
M. Carrizo,Máximo Augusto Carrizo Ballesteros,17,United States,New York City FC,"CAM, CM",55,69,300000,600,78.0,45.0,51.0,59.0,23.0,38.0,168,62,Right
A. Ranawade,Amey Ganesh Ranawade,27,India,Kerala Blasters FC,"RB, CB, RM",54,54,100000,550,66.0,26.0,42.0,50.0,49.0,58.0,167,69,Right
Hwang In Taek,In-taek Hwang황인택,22,Korea Republic,Suwon FC,"CB, LB",58,71,475000,900,53.0,31.0,41.0,43.0,58.0,65.0,183,74,Left
Meng Jingchao,Meng Jingchao孟敬朝,21,China PR,Shanghai Port,CM,48,61,110000,2000,62.0,39.0,46.0,48.0,41.0,49.0,181,67,Right
F. Schyberg,Filip Schyberg,26,Sweden,Halmstads BK,CB,62,67,525000,1000,58.0,22.0,41.0,51.0,60.0,68.0,191,81,Right
Zhu Wenchuan,Wenchuan Zhu,19,China PR,Wuhan Three Towns,CM,47,58,100000,850,64.0,35.0,45.0,48.0,39.0,51.0,170,69,Right
F. Roslyng,Frederik Roslyng,19,Denmark,Holstein Kiel,CB,63,76,1100000,3000,60.0,27.0,36.0,42.0,63.0,68.0,191,82,Left
Shin Min Ha,Min-ha Shin신민하,19,Korea Republic,Gangwon FC,CB,63,80,1200000,1000,60.0,25.0,36.0,41.0,63.0,68.0,186,77,Right
S. Shami,Singamayum Shami,18,India,Punjab FC,"CAM, RM, CM",49,60,100000,500,58.0,38.0,48.0,50.0,46.0,50.0,176,66,Right
K. Smith,Kerr David Smith,20,Scotland,Barrow,CB,58,70,450000,9000,64.0,28.0,41.0,49.0,56.0,67.0,188,75,Right
D. Ruward,Dylan Ruward,20,Netherlands,PEC Zwolle,CB,57,67,325000,1000,58.0,30.0,40.0,43.0,60.0,55.0,180,70,Right
F. Bejan,Florin Bejan,34,Romania,FC Hermannstadt,CB,64,64,190000,1000,37.0,32.0,40.0,44.0,63.0,74.0,187,84,Right
V. Huerta,Valber Roberto Huerta Jerez,31,Chile,Universidad Católica,CB,67,67,700000,5000,40.0,24.0,42.0,40.0,68.0,65.0,186,85,Left
A. Kölle,Adam Kölle,19,Germany,1. FC Heidenheim 1846,CB,59,74,500000,3000,58.0,32.0,36.0,39.0,59.0,65.0,195,85,Right
K. Rahmani,Kavian Rahmani,18,Australia,Melbourne City FC,"LM, CAM, LW",55,75,350000,1000,67.0,54.0,51.0,54.0,24.0,47.0,178,72,Right
Y. Olfers,Yamano Olfers,18,Suriname,Telstar,CB,59,70,450000,1000,62.0,30.0,38.0,47.0,59.0,63.0,192,78,Right
L. Tosto,Lorenzo Tosto,19,Italy,Empoli,CB,60,75,550000,600,63.0,29.0,41.0,38.0,61.0,62.0,188,75,Left
P. Lakra,Provat Lakra,27,India,East Bengal FC,"RB, LB, CDM, LM",53,53,90000,550,64.0,30.0,40.0,49.0,49.0,68.0,170,66,Right
I. Kukleci,Ilir Kukleci,26,Norway,FK Haugesund,CB,60,65,325000,700,56.0,29.0,39.0,50.0,59.0,69.0,194,82,Right
W. Szczęsny,Wojciech Tomasz Szczęsny,35,Poland,FC Barcelona,GK,84,84,4700000,49000,,,,,,,196,90,Right
R. Cundy,Robbie David Cundy,28,England,Cheltenham Town,CB,60,60,210000,550,55.0,26.0,39.0,47.0,60.0,67.0,189,82,Right
M. Uvais,Muhammed Uvais Moyikkal,26,India,Punjab FC,"LB, CB, LM",54,54,110000,500,52.0,34.0,42.0,49.0,55.0,65.0,187,82,Left
N. Sundran,Anandhu Nambrath Sundran,20,India,East Bengal FC,CM,49,56,90000,500,63.0,42.0,49.0,54.0,37.0,49.0,170,70,Right
Robert Sánchez,Robert Lynch Sánchez,27,Spain,Chelsea,GK,78,78,11000000,60000,,,,,,,197,90,Right
A. Mukherjee,Ankit Mukherjee,28,India,Chennaiyin FC,"RB, LB, RM",51,51,50000,500,70.0,34.0,38.0,43.0,47.0,60.0,176,63,Right
M. Zothanpuia,Mark Zothanpuia,23,India,East Bengal FC,"LB, LM, CM, LW",51,59,120000,500,58.0,38.0,46.0,48.0,44.0,57.0,175,70,Left
I. Provedel,Ivan Provedel,31,Italy,Lazio,GK,82,82,16000000,30000,,,,,,,192,84,Right
Bai Yang,Yang Bai柏杨,27,China PR,Beijing Guoan,CB,61,64,375000,4000,56.0,26.0,36.0,39.0,60.0,76.0,190,75,Left
M. Sportiello,Marco Sportiello,33,Italy,Atalanta,GK,76,76,2400000,34000,,,,,,,192,87,Right
J. Sraha,Jason Robert Sraha Osei,22,England,Burton Albion,"CB, LB, LM",61,71,700000,700,63.0,26.0,38.0,45.0,60.0,69.0,188,71,Left
D. Robles,Diego Aaron Robles Agurto,17,Chile,Unión Española,ST,55,71,325000,1000,64.0,55.0,41.0,51.0,20.0,61.0,187,76,Right
P. Ndinga,Philippe Ndinga,20,Congo,Degerfors IF,CB,59,67,450000,500,69.0,22.0,39.0,48.0,58.0,63.0,184,72,Right
A. Bugarija,Adam Bugarija Cardeno,20,Australia,Perth Glory,"CAM, ST, CM",55,66,275000,500,60.0,49.0,53.0,56.0,34.0,44.0,178,72,Right
P. Lehmann,Paul Lehmann,20,Germany,SC Verl,"CB, RB",57,72,375000,1000,52.0,36.0,45.0,43.0,56.0,64.0,190,83,Right
A. Cardaklija,Anes Čardaklija,19,Sweden,GAIS,CB,62,76,875000,850,55.0,25.0,40.0,54.0,60.0,71.0,194,82,Right
Y. Bojang,Yahya Bojang,20,Gambia,Odense Boldklub,"CB, CDM",56,70,325000,2000,63.0,26.0,43.0,51.0,54.0,62.0,180,75,Right
Park Jong Hyun,Jong Hyun Park,24,Korea Republic,FC Anyang,"CB, CDM",60,64,325000,700,56.0,24.0,42.0,47.0,59.0,69.0,185,75,Right
F. Potter,Finley Potter,21,England,Fleetwood Town,CB,60,70,525000,550,60.0,25.0,37.0,43.0,60.0,67.0,182,75,Right
A. Vasović,Andrej Vasović,17,Switzerland,FC Luzern,ST,58,75,500000,1000,56.0,63.0,42.0,55.0,20.0,49.0,186,76,Right
A. Campanile,Alessandro Campanile,20,Italy,Avellino,ST,56,66,325000,500,57.0,56.0,45.0,54.0,22.0,54.0,182,77,Right
Y. Murillo,Yeison Mena Murillo,31,Colombia,Deportivo Riestra,"CB, RB, RM",65,65,500000,4000,50.0,29.0,34.0,32.0,66.0,74.0,193,88,Right
M. Connolly,Mark Gerard Connolly,33,Republic of Ireland,Derry City,CB,59,59,110000,500,34.0,36.0,50.0,43.0,56.0,76.0,185,77,Right
A. Khurana,Anuvinda Khurana,32,India,United Tigers SC,"CB, RB, RM",60,60,160000,550,54.0,30.0,41.0,42.0,58.0,71.0,186,81,Right
A. Al Fawaz,Abdulaziz Al Fawaz,17,Saudi Arabia,Al Fateh,CM,49,70,150000,950,58.0,34.0,49.0,48.0,42.0,56.0,183,70,Right
H. Holgate,Harrison James Holgate,25,England,Fleetwood Town,CB,60,64,300000,750,60.0,25.0,38.0,48.0,60.0,66.0,186,70,Right
A. Gröller,Amin-Elias Gröller,20,Tunisia,SK Rapid,CB,61,76,750000,2000,62.0,25.0,41.0,40.0,61.0,70.0,190,81,Right
C. Ledesma,Jeremías Conan Ledesma,32,Argentina,River Plate,GK,78,78,7000000,14000,,,,,,,183,84,Right
R. Browne,Rico Franklin Browne,21,Saint Kitts and Nevis,Walsall,CB,56,63,275000,500,64.0,26.0,42.0,50.0,52.0,69.0,188,78,Right
J. Sivi,Jeremy Kilongo Sivi,22,England,Galway United,"LM, LB, LW",55,63,275000,500,72.0,55.0,49.0,57.0,26.0,37.0,180,71,Right
A. Paulsen,Alexander Noah Paulsen,22,New Zealand,Lechia Gdańsk,GK,71,80,3600000,19000,,,,,,,184,83,Right
N. Seidel,Nick Seidel,20,Germany,SSV Jahn Regensburg,CB,60,71,500000,1000,67.0,28.0,41.0,43.0,59.0,63.0,191,81,Left
M. Arshaf,Mohammed Arshaf A K,21,India,NorthEast United,"CM, CAM, CDM",51,61,130000,500,61.0,35.0,49.0,55.0,48.0,47.0,176,70,Right
I. Samuels,Imari-Narain Che Hines-Samuels,22,England,Dundee FC,"LB, LM",56,67,300000,1000,63.0,27.0,44.0,55.0,54.0,54.0,187,73,Left
F. Beckman,Filip Beckman,22,Sweden,GAIS,CB,64,74,1200000,1000,54.0,26.0,39.0,50.0,63.0,69.0,198,84,Left
B. Salinardi,Branco Salinardi,18,Argentina,San Lorenzo de Almagro,ST,55,77,400000,1000,74.0,52.0,43.0,53.0,19.0,53.0,180,74,Right
M. Azhar,Mohammed Azhar,22,India,Kerala Blasters FC,"CM, LB",50,58,100000,500,58.0,38.0,47.0,50.0,47.0,51.0,167,65,Right
Miguel Rubio,Miguel Ángel Rubio Lestan,27,Spain,RCD Espanyol,CB,69,72,1600000,11000,41.0,29.0,46.0,45.0,68.0,67.0,191,86,Right
S. Tunkar,Sultan Mohammed Saleh Tankerسلطان تنكر,26,Saudi Arabia,Al Hazem FC,CB,56,59,170000,3000,59.0,31.0,43.0,44.0,55.0,62.0,184,78,Right
Jang Min Gyu,Min-gyu Jang장민규,26,Korea Republic,Jeju United FC,CB,61,65,400000,1000,60.0,27.0,37.0,44.0,60.0,69.0,185,73,Right
T. Akomeah,Travis Akomeah,19,England,Gillingham,CB,58,71,450000,4000,64.0,29.0,39.0,45.0,57.0,68.0,194,88,Right
A. Bayo,Alama Bayo,19,Belgium,Cercle Brugge KSV,"RW, LW, RM",57,67,350000,2000,67.0,50.0,43.0,66.0,25.0,46.0,181,72,Right
J. Salas,José Ignacio Salas,17,Chile,Universidad Católica,"LB, LM",56,72,350000,850,67.0,25.0,43.0,52.0,52.0,57.0,175,70,Left
S. Fernández,Santiago Abel Fernández,20,Argentina,Talleres,CB,57,74,400000,2000,61.0,32.0,35.0,39.0,59.0,59.0,179,75,Right
A. Al Shamrani,Ahmed Al Shamrani,23,Saudi Arabia,Al Hazem FC,"RM, LM, RW",53,60,190000,2000,71.0,46.0,46.0,55.0,28.0,48.0,172,65,Left
D. Porcel,Diego Porcel,20,Argentina,Argentinos Juniors,"ST, CAM",55,65,275000,1000,64.0,56.0,40.0,54.0,18.0,57.0,177,71,Right
E. Freij,Erik Freij,19,Sweden,IFK Värnamo,"RB, RM",56,71,325000,500,75.0,27.0,45.0,53.0,50.0,54.0,181,71,Right
I. Alegría,Ian Zohar Alegría Pindal,17,Chile,CD Palestino,"LW, LM",54,77,350000,1000,76.0,47.0,47.0,56.0,25.0,48.0,179,76,Right
He Xin,He Xin和新,20,China PR,Shanghai Shenhua,"CAM, CM",51,62,130000,2000,70.0,48.0,44.0,57.0,33.0,37.0,172,60,Left
P. Benjamin,Precious Benjamin,18,Nigeria,TSG 1899 Hoffenheim,ST,56,69,325000,4000,59.0,56.0,42.0,56.0,25.0,53.0,182,74,Right
K. Asallari,Kushtrim Asallari,22,Germany,SV Waldhof Mannheim,"RM, CAM, RW",54,61,220000,500,69.0,53.0,46.0,58.0,24.0,55.0,186,77,Left
Lee Won Woo,Won-woo Lee이원우,22,Korea Republic,Daegu FC,CB,55,68,300000,800,76.0,33.0,37.0,41.0,53.0,63.0,191,81,Right
V. Schmitt,Valentin Schmitt,18,Germany,1. FC Schweinfurt 05,"LW, CAM, LM",57,67,350000,500,66.0,55.0,50.0,58.0,24.0,39.0,176,70,Right
A. Pósito,Alejandro Jesús Pósito Olazábal,19,Peru,Sporting Cristal,CB,63,77,1100000,4000,61.0,26.0,37.0,35.0,67.0,66.0,181,80,Right
S. Villarroel,Sebastián Villarroel Rojas,18,Bolivia,San Antonio Bulo Bulo,"LB, LM",55,67,275000,1000,72.0,25.0,41.0,49.0,49.0,57.0,181,76,Left
D. Abimbola,Opeoluwa David Abimbola,18,England,Bolton Wanderers,ST,55,70,300000,500,66.0,54.0,41.0,53.0,18.0,56.0,186,74,Right
K. Freßle,Kenny Freßle,19,Germany,VfB Stuttgart II,"RW, CAM, RM",57,71,400000,550,69.0,52.0,49.0,58.0,23.0,52.0,186,76,Right
Jin Yangyang,Jin Yangyang金洋洋,32,China PR,Qingdao Hainiu FC,CB,60,60,160000,2000,45.0,29.0,37.0,41.0,59.0,77.0,192,91,Right
K. Krumme,Kevin Krumme,21,Germany,SC Paderborn 07,CB,58,66,425000,1000,47.0,30.0,47.0,40.0,58.0,63.0,191,85,Right
D. Matthews,Devon Matthews,25,England,Accrington Stanley,CB,59,64,300000,500,60.0,27.0,39.0,43.0,58.0,69.0,190,80,Right
J. Warner,Jaden Lemar Warner,22,England,Newport County,CB,57,67,350000,500,66.0,25.0,44.0,47.0,55.0,65.0,194,87,Right
L. Jenkins,Lee Jenkins,23,Wales,Newport County,CB,56,60,180000,500,66.0,27.0,37.0,41.0,55.0,68.0,183,81,Right
I. Mosquera,Ignacio Ariel Mosquera Arroyo,21,Ecuador,Universidad Católica del Ecuador,"CB, RB, RM",58,69,425000,2000,61.0,24.0,43.0,54.0,58.0,60.0,176,64,Right
Sung Jin Young,Jin-young Sung성진영,22,Korea Republic,Jeonbuk Hyundai Motors,"CAM, CM",49,55,80000,1000,61.0,37.0,52.0,48.0,37.0,53.0,182,82,Right
T. Zobel,Tristan Zobel,21,Germany,FC Erzgebirge Aue,CB,60,70,525000,1000,58.0,27.0,39.0,44.0,59.0,68.0,194,85,Left
D. Lawrence,Daeshon Lawrence,18,England,Bolton Wanderers,ST,54,72,275000,500,67.0,53.0,42.0,53.0,23.0,48.0,180,70,Right
D. Batth,Daniel Tanveer Batth,34,England,Derby County,CB,70,70,525000,11000,34.0,23.0,43.0,41.0,70.0,80.0,191,90,Right
E. Mahmutović,Enes Mahmutovic,28,Luxembourg,NAC Breda,CB,64,65,550000,3000,56.0,27.0,38.0,40.0,64.0,72.0,191,83,Right
D. Livaković,Dominik Livaković,30,Croatia,Girona FC,GK,80,80,14000000,38000,,,,,,,188,79,Right
J. Baptiste,Jamal Baptiste,21,England,Rotherham United,CB,56,71,325000,6000,57.0,31.0,43.0,44.0,56.0,61.0,185,75,Right
B. Verrengia,Bruno Verrengia,21,Italy,Catanzaro,"CB, LB",57,66,350000,500,61.0,28.0,44.0,38.0,58.0,63.0,186,80,Left
Jeong Seung Bae,Seung-bae Jung정승배,21,Korea Republic,Suwon FC,"LM, LW, ST",52,63,180000,600,69.0,52.0,45.0,54.0,24.0,44.0,172,70,Right
Zhang Yujie,Zhang Yujie张昱杰,23,China PR,Shenzhen Peng City,"RB, RM",56,64,300000,1000,72.0,26.0,37.0,50.0,49.0,62.0,177,73,Right
M. Stajić,Milorad Stajić,23,Bosnia and Herzegovina,Brisbane Roar,"CDM, CM",52,57,110000,800,58.0,33.0,46.0,50.0,46.0,54.0,180,74,Right
K. Glik,Kamil Jacek Glik,37,Poland,Cracovia,CB,65,65,130000,2000,31.0,32.0,43.0,51.0,64.0,71.0,190,80,Right
I. Ba,Ibrahima Ba,20,Senegal,Famalicão,CB,63,73,975000,2000,55.0,23.0,39.0,44.0,62.0,72.0,190,76,Right
A. Wibowo,Adrian Wibowo,19,United States,Los Angeles FC,"RW, RM",52,64,190000,850,67.0,48.0,46.0,55.0,30.0,51.0,183,77,Right
M. Mantini,Matteo Mantini,17,Italy,Grasshopper Club Zürich,"CDM, CM",51,68,140000,1000,55.0,33.0,46.0,48.0,50.0,55.0,185,78,Right
L. Lalchungnunga,Lalchungnunga Lalchungnunga,24,India,East Bengal FC,"CB, RB, LB, RM",53,58,130000,500,66.0,28.0,41.0,45.0,51.0,67.0,183,81,Right
J. Reynolds,Justin Reynolds,21,United States,Chicago Fire,"RB, RM",54,64,230000,750,58.0,31.0,42.0,53.0,51.0,54.0,175,75,Right
J. Rondón,José Alexander Rondón Maneiro,19,Venezuela,Caracas FC,ST,57,69,400000,3000,64.0,54.0,41.0,53.0,22.0,57.0,186,78,Right
D. McGuinness,Dara McGuinness,21,Republic of Ireland,Galway United,ST,56,64,325000,500,69.0,55.0,40.0,55.0,17.0,56.0,180,76,Right
E. Tamiche,Edicson Tamiche,20,Venezuela,Deportivo Táchira,CB,60,74,550000,2000,58.0,25.0,37.0,41.0,61.0,62.0,174,82,Left
D. Hajdini,Deli Hajdini,18,Kosovo,VfB Stuttgart II,"LW, RW, LM",57,72,375000,500,67.0,48.0,49.0,63.0,26.0,38.0,179,66,Right
R. Danu,Rohit Danu,22,India,Bengaluru FC,"LW, LM, RW",52,61,180000,500,72.0,52.0,46.0,51.0,26.0,43.0,173,59,Right
E. Mendy,Elydjah Mendy,25,France,AS Nancy Lorraine,CB,61,67,450000,1000,55.0,25.0,44.0,48.0,61.0,63.0,193,88,Left
X. Bertoncello,Xavier Bertoncello,19,Australia,Newcastle Jets,"LW, LM",54,66,250000,500,73.0,50.0,44.0,56.0,24.0,45.0,175,70,Right
A. Matuq,Abdullah Matuq Ahmed Saeedعبد الله معتوق,22,Saudi Arabia,Al Shabab,"RW, ST, RM",54,66,275000,3000,80.0,49.0,45.0,54.0,23.0,58.0,175,70,Right
L. Ramirez,Luca Ian Ramirez,19,Argentina,Al Riyadh,ST,55,70,300000,2000,62.0,52.0,37.0,52.0,25.0,61.0,180,75,Right
M. Schwäbe,Marvin Schwäbe,30,Germany,1. FC Köln,GK,77,78,8000000,17000,,,,,,,190,86,Right
B. Mewett,Ben Mewett,18,Australia,Western Sydney Wanderers,"LB, LM",54,73,250000,650,62.0,30.0,42.0,51.0,49.0,54.0,176,70,Left
M. Hamdi,Mathis Hamdi,21,France,ESTAC Troyes,"LB, LM",58,70,475000,900,58.0,29.0,42.0,50.0,57.0,55.0,180,66,Left
Jung Ji Hoon,Ji-hoon Jeong정지훈,21,Korea Republic,Gwangju FC,"LM, RM, CAM, LB",58,69,450000,650,63.0,52.0,49.0,62.0,22.0,43.0,175,65,Right
R. Walker,Rhys Walker,19,Scotland,Falkirk,"LM, LW",54,69,250000,700,68.0,49.0,49.0,55.0,26.0,43.0,172,67,Left
L. Svanberg,Ludvig Svanberg,22,Sweden,Mjällby AIF,"CB, LB",60,73,575000,1000,66.0,23.0,39.0,51.0,60.0,60.0,194,82,Left
Y. Moslih,Yassin Moslih,17,Netherlands,NEC Nijmegen,CB,58,73,425000,850,58.0,28.0,41.0,46.0,58.0,59.0,194,80,Right
A. Alfonzo,Axel Jonatan Alfonzo Villarreal,21,Paraguay,Club Olimpia,CB,60,73,575000,3000,68.0,23.0,36.0,33.0,59.0,75.0,180,78,Right
S. Golui,Sarthak Golui,27,India,Jamshedpur FC,"RB, CB, LB, RM",53,53,90000,500,66.0,31.0,34.0,47.0,48.0,71.0,180,70,Right
E. Baggott,Elkan William Tio Baggott,22,Indonesia,Ipswich Town,CB,63,71,1000000,10000,54.0,24.0,40.0,46.0,62.0,73.0,194,86,Left
S. Traoré,Seydou Traoré,20,Côte d'Ivoire,FC Lausanne-Sport,ST,56,67,325000,2000,71.0,53.0,39.0,59.0,21.0,50.0,185,72,Right
J. Guasone,Juan Cruz Guasone,24,Argentina,Estudiantes de La Plata,CB,66,72,1200000,5000,53.0,25.0,37.0,40.0,65.0,75.0,192,94,Right
M. Fischer,Mikkel Rosleff Fischer,21,Denmark,FK Haugesund,CB,62,75,925000,700,62.0,21.0,41.0,55.0,62.0,62.0,187,75,Right
T. Al Khaibari,Thamer Fathi Al Khaibriثامر فتحي الخيبري,19,Saudi Arabia,NEOM SC,ST,56,71,350000,3000,61.0,56.0,38.0,51.0,23.0,66.0,187,79,Left
Wang Zhenghao,Wang Zhenghao王政豪,25,China PR,Tianjin Jinmen Tiger,"RB, LB, RM",54,59,150000,2000,55.0,30.0,39.0,52.0,53.0,64.0,181,78,Right
N. Goitea,Nicolás Omar Eduardo Goitea,28,Argentina,Huracán,CB,62,64,400000,4000,55.0,24.0,42.0,50.0,63.0,62.0,185,79,Right
J. Anasmo,Joel Anasmo,20,Australia,Perth Glory,"LM, ST, LW",54,65,240000,500,74.0,50.0,48.0,51.0,25.0,56.0,180,65,Right
M. Akahomen,Marvin Akahomen,17,Switzerland,FC Basel 1893,"LB, CB, LM",58,75,475000,2000,79.0,23.0,39.0,48.0,54.0,54.0,186,76,Left
A. Saji,Alex Saji,25,India,Hyderabad FC,"CB, RB",55,62,230000,500,57.0,31.0,41.0,44.0,55.0,66.0,183,80,Right
Hong Yong Jun,Yong-jun Hong홍용준,22,Korea Republic,Gwangju FC,"CAM, LM, CM",47,57,110000,500,67.0,38.0,47.0,46.0,35.0,48.0,173,67,Left
H. Rahimi,Houssine Rahimi,23,Morocco,Al Ain,"ST, LW",58,63,300000,4000,60.0,59.0,38.0,58.0,19.0,56.0,187,79,Right
M. Wentzel,Michael Wentzel,23,United States,St. Louis CITY SC,CB,55,62,240000,900,57.0,34.0,41.0,40.0,52.0,70.0,189,83,Right
W. Sutton,Will Sutton,22,England,Oldham Athletic,"CB, RB",58,63,275000,500,59.0,29.0,37.0,44.0,57.0,67.0,188,82,Right
A. Al Shaefi,Ali Saeed Ali Al Shaafi,23,Saudi Arabia,Al Khaleej,"LB, CB, LM",54,63,230000,2000,65.0,33.0,45.0,51.0,50.0,49.0,178,64,Left
Ahn Hyeok Ju,Hyeok-joo Ahn안혁주,20,Korea Republic,Gwangju FC,"LM, RM, LW",52,62,170000,500,57.0,43.0,51.0,56.0,35.0,44.0,176,70,Right
Jiang Wenhao,Jiang Wenhao江文豪,25,China PR,Beijing Guoan,"LB, LM, CM",52,57,110000,2000,68.0,37.0,42.0,49.0,47.0,52.0,176,70,Left
A. Llukes,Adrien Llukes,16,Switzerland,FC Sion,"ST, RW, CAM",57,77,450000,1000,70.0,55.0,44.0,62.0,18.0,43.0,176,70,Right
B. Ghalidi,Brahim Ghalidiبراهيم غاليدي,20,Morocco,NAC Breda,"LM, RM, LW",59,73,550000,1000,73.0,51.0,51.0,65.0,22.0,34.0,178,69,Right
Tony Shimaga,Anthony Msonter Shimaga,25,Nigeria,Academia Puerto Cabello,"CB, CDM",62,67,525000,4000,66.0,23.0,39.0,38.0,62.0,70.0,190,82,Right
S. Karamoko,Setigui Guillaume Karamoko,25,France,Pau FC,CB,59,65,325000,1000,65.0,31.0,34.0,41.0,59.0,66.0,192,81,Left
D. Arroyo,Diego Junior Arroyo Maldonado,20,Bolivia,Shakhtar Donetsk,CB,57,71,375000,2000,59.0,22.0,44.0,47.0,56.0,64.0,181,73,Left
J. Mwimba Isala,Josué Mwimba Isala,22,Congo,Clermont Foot 63,CB,60,67,475000,1000,61.0,23.0,36.0,44.0,60.0,68.0,187,77,Right
M. González,Richard Martín González Lemos,31,Uruguay,Boston River,CB,63,63,325000,3000,56.0,32.0,32.0,39.0,65.0,67.0,186,80,Right
Kim Jae Min,Jae-min Kim김재민,22,Korea Republic,Jeju United FC,"CM, RM",49,54,70000,650,53.0,39.0,48.0,49.0,41.0,55.0,179,71,Right
Liu Chengyu,Liu Chengyu刘诚宇,18,China PR,Shanghai Shenhua,ST,54,70,275000,2000,72.0,54.0,39.0,50.0,16.0,59.0,185,78,Right
Fang Haiyang,Haiyang Fang,19,China PR,Qingdao West Coast FC,CM,47,64,120000,700,69.0,36.0,46.0,48.0,39.0,42.0,160,58,Right
T. Courtois,Thibaut Nicolas Marc Courtois,33,Belgium,Real Madrid,GK,89,89,33500000,220000,,,,,,,200,96,Left
R. Braschi,Riccardo Braschi,18,Italy,Fiorentina,ST,56,71,325000,5000,64.0,55.0,42.0,54.0,18.0,58.0,188,78,Right
T. Das,Tanmay Das,24,India,East Bengal FC,CM,48,53,70000,500,57.0,39.0,46.0,46.0,45.0,47.0,174,62,Right
G. Elliott,Gunner Jack Elliott,16,Malta,Chesterfield,ST,52,69,200000,500,69.0,52.0,39.0,50.0,24.0,56.0,181,77,Right
Wei Suowei,Wei Suowei韦所为,20,China PR,Qingdao Hainiu FC,"RB, LB, RM",52,64,180000,850,74.0,41.0,43.0,55.0,42.0,43.0,177,57,Right
A. James,Aaron Thomas James,20,England,Wrexham,"CB, RB",54,65,220000,4000,67.0,27.0,38.0,46.0,54.0,64.0,183,79,Right
S. Dancey,Stan Dancey,18,England,Crewe Alexandra,"RB, RM",53,64,190000,500,74.0,28.0,41.0,46.0,48.0,51.0,176,71,Right
Chen Zhexuan,Zhexuan Chen,21,China PR,Tianjin Jinmen Tiger,CM,47,55,100000,1000,59.0,37.0,47.0,47.0,45.0,48.0,180,68,Right
M. de Ligt,Max de Ligt,20,Netherlands,Sparta Rotterdam,CB,57,70,375000,1000,57.0,30.0,42.0,42.0,60.0,60.0,189,75,Right
T. Buchmann,Tarek Buchmann,20,Germany,1. FC Nürnberg,CB,60,77,600000,5000,55.0,29.0,40.0,41.0,61.0,65.0,188,86,Right
B. Heneghan,Benjamin John Heneghan,31,England,Port Vale,CB,63,63,325000,850,43.0,28.0,41.0,42.0,62.0,71.0,191,79,Right
Zhao Jianfei,Zhao Jianfei赵剑非,26,China PR,Shandong Taishan,"CB, RB",57,61,200000,4000,65.0,25.0,37.0,46.0,57.0,62.0,184,80,Right
S. Sjöholm,Pierre Erik Simon Sjöholm,19,Sweden,GAIS,"RW, RM",53,72,240000,550,65.0,52.0,44.0,56.0,26.0,47.0,177,70,Right
Guo Quanbo,Guo Quanbo郭全博,27,China PR,Meizhou Hakka,GK,64,67,575000,2000,,,,,,,185,76,Right
B. Schlicke,Ben Schlicke,19,Germany,MSV Duisburg,CB,59,72,500000,500,59.0,23.0,43.0,46.0,60.0,64.0,195,92,Left
A. Herrera,Aytor Herrera Martinez,17,Venezuela,Caracas FC,"RB, LB, RM",55,70,275000,1000,64.0,28.0,40.0,51.0,50.0,58.0,175,76,Right
Hong Ji Woo,Ji-woo Hong홍지우,22,Korea Republic,Pohang Steelers,CM,47,55,100000,950,55.0,35.0,48.0,48.0,45.0,53.0,181,74,Right
Y. Hör,Yannis Hör,20,Germany,TSG 1899 Hoffenheim II,"RB, CB, RM",58,69,425000,500,67.0,24.0,39.0,52.0,57.0,57.0,186,73,Right
F. Mino,Facundo Sebastián Miño,25,Argentina,Deportivo Riestra,"CB, RB",61,63,375000,3000,62.0,26.0,36.0,39.0,61.0,69.0,185,74,Right
B. Cortés,Brayan Josué Cortés Fernández,30,Chile,Peñarol,GK,72,72,1600000,14000,,,,,,,186,88,Right
N. Byrne,Neill Byrne,32,Republic of Ireland,Bradford City,CB,61,61,210000,750,45.0,26.0,38.0,45.0,61.0,73.0,190,74,Right
F. Boulet,Florian Boulet,22,France,US Boulogne Cote d'Opale,ST,56,62,230000,950,49.0,55.0,38.0,55.0,27.0,66.0,188,79,Right
V. Hladký,Václav Hladký,34,Czechia,Burnley,GK,69,69,240000,17000,,,,,,,192,80,Right
C. Lyons,Charlie Lyons,25,Republic of Ireland,Cork City,"CB, LB",56,60,180000,500,50.0,34.0,48.0,40.0,55.0,62.0,188,80,Left
J. Miller,Jansen Miller,23,United States,Sporting Kansas City,CB,59,65,325000,1000,57.0,31.0,45.0,39.0,59.0,64.0,188,82,Right
G. Alesi,Gabriele Alesi,21,Italy,Catanzaro,"RW, RM",56,68,350000,600,66.0,49.0,50.0,59.0,25.0,41.0,175,68,Right
T. Gabellini,Tommaso Gabellini,18,Italy,Torino,ST,56,71,325000,4000,57.0,57.0,48.0,56.0,20.0,50.0,180,78,Left
L. Zeller,Lucas Zeller,25,Germany,1. FC Schweinfurt 05,"CB, RB",64,68,725000,500,66.0,22.0,36.0,43.0,64.0,71.0,194,85,Right
Abhijith PA,Abhijith PA,22,India,Hyderabad FC,"CAM, CDM, ST",52,62,180000,500,48.0,47.0,52.0,55.0,35.0,47.0,170,70,Right
Renan Santana,Renan Santana,20,Brazil,Famalicão,CB,63,75,1100000,2000,56.0,28.0,36.0,36.0,65.0,67.0,181,75,Left
